paper_id,title,preprint_date,question,question_type
2634718,QCD thermodynamics and neutral pion in a uniform magnetic field: Finite volume effects,2023-02-17,"What are the thermodynamic quantities for which volume effects are calculated using next-to-leading order chiral perturbation theory in a background magnetic field, according to the abstract?",factual
2803482,Three-nucleon correlations in light nuclei yield ratios from the AMPT model for QCD critical point investigations*,2024-06-30,How does the inclusion of the three-nucleon correlation $ C_{n^2p} $ affect the extraction of relative neutron density fluctuation in the AMPT model for Au+Au collisions?,factual
1978838,Off-equilibrium non-Gaussian fluctuations near the QCD critical point: an effective field theory perspective,2021-11-29,How can effective field theory be used to study off-equilibrium non-Gaussian fluctuations of a conserved charge density in the context of heavy-ion collisions?,conceptual
2826937,Strangeness in Astrophysics,2024-09-10,"What specific phenomena involving strange hadronic matter in neutron stars are discussed in this contribution, including the hyperon puzzle, kaon condensation, and the thermal behavior of hyperons in neutron star mergers?",summary
1792990,Intrinsic operators for the translationally-invariant many-body problem,2020-04-24,"What is the relationship between the intrinsic-frame expression, the explicitly two-body expression in terms of relative coordinates, and the decomposition into one-body and separable two-body parts for general operators bilinear in coordinates and momenta in the nuclear many-body problem?",summary
2593325,Exotic properties of N^*(1895) and its impact on photoproduction of light hyperons,2022-11-25,What is the estimated branching ratio for the decay of $N^*(1895)$ to final states involving $\Lambda(1405)$ and $\Sigma(1400)$?,factual
2874485,The Physicist's Guide to the HMC,2025-01-31,"For quadratic actions $S(x)=\frac12 x^\mathsf{T} M x$, to what sampling method does the HMC algorithm with exact Fourier acceleration (EFA) become equivalent?",factual
2006876,Optimized two-baryon operators in lattice QCD,2022-01-08,"What type of heavy dibaryons are calculated using the optimized two-baryon operators in the HAL QCD method, and what flavors of quarks are considered for the Q in $\Omega_{3Q}\Omega_{3Q}$?",factual
2879646,Internal color contributions to flux tube entanglement entropy,2025-02-12,"What form does the internal color entropy of the flux tube take, according to the abstract, and what factors influence it?",conceptual
1866104,Hyperonization in compact stars,2021-05-28,"What role do $\Delta$-resonances play in the hyperonization of dense matter within compact stars, according to the covariant density functional approach?",conceptual
2640773,Conservation Laws and Hydrodynamics,2023-10-17,"What aspects of relativistic hydrodynamics are highlighted in this proceeding, specifically concerning pseudo-gauge transformations and spin hydrodynamics?",summary
2057403,Investigation on the Hyperonic Star in Relativistic Mean-field Model,2022-03-23,"In the context of the relativistic mean-field (RMF) model, what properties of a hyperonic star, beyond its mass and radius, are investigated in this study, and what condition on the vector coupling constants of mesons to hyperons can lead to a massive hyperonic star with present RMF parameter sets?",factual
2736993,Exploring the freeze-out hypersurface of relativistic nuclear collisions with a rapidity-dependent thermal model,2023-12-14,"How does the rapidity-dependent thermal model, when applied to relativistic nuclear collisions, incorporate thermal smearing and longitudinal boost?",conceptual
1982280,Maximum latent heat of neutron star matter without GR,2021-12-01,"What role does the specific latent heat play in characterizing first-order phase transitions in neutron stars, according to the abstract?",conceptual
2923914,Seniority-two valence-shell building blocks of the octupole phonon,2025-05-22,"In the context of a simplistic shell-model approach using harmonic oscillator wavefunctions and a residual $\delta$ interaction, how does the energy gain compare between the $\Delta j=3, \Delta l =3$ and $\Delta j=3, \Delta l =1$ subshell combinations in the particle-particle channel?",factual
2914926,Effect of spin polarization on transport and thermodynamic properties,2025-04-23,"How does spin polarization affect the squared speed of sound ($c_s^2$) and specific bulk viscosity ($ζ/s$) in non-central O+O collisions, and at what collision energy does a nonmonotonic dependence with an inflection point emerge?",factual
1791789,Locating the freeze-out curve in heavy-ion collisions,2020-04-18,"How does the chiral condensate's relaxation time compare to the fluid dynamical fields' evolution time at LHC energies, and what is the implication for hadron masses at chemical freeze-out?",conceptual
3092459,Correlated fission fragment spin dynamics,2025-12-12,How does the rapid rise in temperature and concurrent shrinking of the neck in fission influence the equilibrium of rotational modes and subsequent nucleon exchange?,conceptual
2670353,Lattice QCD and Baryon-Baryon Interactions,2024-02-18,What is the most reliable method currently used for studying baryon-baryon interactions in lattice QCD?,factual
2863722,Machine learning orbital-free density functional theory resolves shell effects in deformed nuclei,2024-12-30,What challenge has historically prevented orbital-free density functional theory from accurately describing deformed atomic nuclei?,factual
1804295,Accurate bulk properties of nuclei from $A=2$ to $\infty$ from potentials with $\Delta$ isobars,2020-06-30,What properties of nucleon systems are used to constrain the low-energy constants of the contact potentials in the $\Delta$-full nuclear interactions?,factual
1870144,Relativistic kinetic approach to light nuclei production in high-energy nuclear collisions,2021-06-23,What relativistic kinetic approach is developed in this study to describe the production of light (anti-)nuclei in high-energy nuclear collisions?,summary
2722700,"Role of the isospin diffusion on the cluster transfer in <math><mrow><mmultiscripts><mi mathvariant=""normal"">C</mi><mprescripts/><none/><mrow><mn>12</mn><mo>,</mo><mn>14</mn></mrow></mmultiscripts><mo>+</mo><mmultiscripts><mi>Bi</mi><mprescripts/><none/><mn>209</mn></mmultiscripts></mrow></math> reactions",2023-11-15,"How does the equilibrium of the neutron-to-proton ratio influence clustering in the $^{12,14}$C + $^{209}$Bi reactions according to the time-dependent Hartree-Fock approach?",factual
2651432,Dynamic scaling of order parameter fluctuations in model B,2023-04-14,"What is the determined dynamical critical exponent $z$ for the stochastic diffusion equation with a conserved charge in the vicinity of a critical point in the Ising universality class, and how does it compare to the predictions of the epsilon expansion?",factual
2148933,Cold dense quark matter with phenomenological medium effects: A self-consistent formulation of the quark-mass density-dependent model,2022-09-07,"In the context of the quark-mass density-dependent model, how does reformulating the model in the canonical ensemble instead of the grand canonical ensemble resolve thermodynamic inconsistencies?",conceptual
1830407,Microscopic shell-model counterpart of the Bohr–Mottelson model,2020-11-14,"What specific shell-model coupling scheme within the proton-neutron symplectic model (PNSM) allows for the identification of a microscopic counterpart to the Bohr-Mellon model, and what algebraic structure classifies its basis states?",factual
